SUBSTATION_ID,SUBSTATION_NAME,DISPLAY NAME,CAPACITY,DC CAPACITY,STATE_NAME,ENERGY TYPE,SUBSTATION_TYPE,Band,Tag
SS00621,Shiggaon,ASEPL,20,22.47,IN_KA,SOLAR,INTRA_STATE,,
SS00622,Hirehal,MREPL,20,22.62,IN_KA,SOLAR,INTRA_STATE,,
SS00623,Soudatti,Soudatti,62,62,IN_KA,WIND,INTRA_STATE,,
SS00624,BHADALA_RSDCL_GSS1,BHADALA_RSDCL_GSS1,340,340,IN_RJ,SOLAR,INTRA_STATE,,
SS00625,BHADALA_RSDCL_GSS2,BHADALA_RSDCL_GSS2,340,340,IN_RJ,SOLAR,INTRA_STATE,0.15,Daily
SS00626,Budh_3,Budh_3,20,24,IN_KA,SOLAR,INTRA_STATE,,
SS00627,Atha_Juwi,AMPL_30,30,35.827,IN_MP,SOLAR,INTRA_STATE,,
SS00628,Susner_Atha,AMPL_Susner_10,10,10.507,IN_MP,SOLAR,INTRA_STATE,,
SS00629,Santapur_Renew,Santapur_Renew,20,27,IN_KA,SOLAR,INTRA_STATE,,
SS00630,Renjal,Renjal,15,19.5,IN_TG,SOLAR,INTRA_STATE,,
SS00631,Ghanpur,Ghanpur,15,18.94,IN_TG,SOLAR,INTRA_STATE,,
SS00632,Achampet,Achampet,10,13.009,IN_TG,SOLAR,INTRA_STATE,,
SS00633,Bapuram,Bapuram,50,50,IN_KA,WIND,INTRA_STATE,,
SS00634,Nirlooti,Nirlooti,60,60,IN_KA,WIND,INTRA_STATE,,
SS00637,Limbwas_2,Limbwas_2,18,18,IN_MP,WIND,INTRA_STATE,,
SS00638,Mandsaur,Mandsaur,28.8,28.8,IN_MP,WIND,INTRA_STATE,,
SS00639,Niphaniya,Niphaniya,230,230,IN_MP,WIND,INTRA_STATE,0.15,Daily
SS00643,Payalkuntla,Payalkuntla,40,40,IN_AP,WIND,INTRA_STATE,,
SS00644,Behapur_1,Behapur_1,14.7,14.7,IN_MP,WIND,INTRA_STATE,,
SS00645,Behapur_2,Behapur_2,15,15,IN_MP,WIND,INTRA_STATE,,
SS00646,Rignod,Rignod,14.7,14.7,IN_MP,WIND,INTRA_STATE,,
SS00647,Dodar,Dodar,14.7,14.7,IN_MP,WIND,INTRA_STATE,,
SS00648,Sailana,Sailana,14.4,14.4,IN_MP,WIND,INTRA_STATE,,
SS00649,Maksi,Maksi,30,30,IN_MP,WIND,INTRA_STATE,,
SS00650,Bercha,Bercha,30,30,IN_MP,WIND,INTRA_STATE,,
SS00651,Ratabhe,Ratabhe,26,28.6,IN_GJ,WIND,INTRA_STATE,0.12,Daily
SS00652,Kustagi_Sree,Kustagi_Sree,31.5,31.5,IN_KA,WIND,INTRA_STATE,,
SS00658,Sandla_II,Sandla_II,14.7,14.7,IN_MP,WIND,INTRA_STATE,,
SS00662,Sailana_2,Sailana_2,15,15,IN_MP,WIND,INTRA_STATE,,
SS00663,Sailana_3,Sailana_3,14.1,14.1,IN_MP,WIND,INTRA_STATE,,
SS00665,Susner_1,Susner_1,15,15,IN_MP,WIND,INTRA_STATE,,
SS00666,Susner_2,Susner_2,15,15,IN_MP,WIND,INTRA_STATE,,
SS00667,Susner_3,Susner_3,15,15,IN_MP,WIND,INTRA_STATE,,
SS00668,Agar_1,Agar_1,15,15,IN_MP,WIND,INTRA_STATE,,
SS00669,Agar_2,Agar_2,15,15,IN_MP,WIND,INTRA_STATE,,
SS00670,Makdon_Ujaas,Makdon_Ujaas,10.23,12.06,IN_MP,SOLAR,INTRA_STATE,,
SS00671,Agar_Ujaas,Agar_Ujaas,14.97,16.568,IN_MP,SOLAR,INTRA_STATE,,
SS00672,Agar_Ujaas_2,Agar_Ujaas_2,14.99,16.59,IN_MP,SOLAR,INTRA_STATE,,
SS00673,Sitamau_Ujaas_1,Sitamau_Ujaas_1,15,17.6096,IN_MP,SOLAR,INTRA_STATE,,
SS00674,Susner_Ujaas,Susner_Ujaas,14.97,16.48,IN_MP,SOLAR,INTRA_STATE,,
SS00675,Sitamau_Ujaas_2,Sitamau_Ujaas_2,15,17.82296,IN_MP,SOLAR,INTRA_STATE,,
SS00676,Padmajiwadi,Padmajiwadi,10,13.0099,IN_TG,SOLAR,INTRA_STATE,,
SS00677,Gummadidala,Gummadidala,15,19.5,IN_TG,SOLAR,INTRA_STATE,,
SS00678,Thukkapur,Thukkapur,15,19.25,IN_TG,SOLAR,INTRA_STATE,,
SS00679,Ratangarh_DE,Ratangarh_DE,21.12,24.5,IN_MP,SOLAR,INTRA_STATE,,
SS00680,Bap_VJ,Bap_VJ,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00681,Bap_NW,Bap_NW,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00682,Bap_GJ_I,Bap_GJ_I,16,17.596,IN_RJ,SOLAR,INTRA_STATE,,
SS00683,Bap_GJ_II,Bap_GJ_II,17,18.695,IN_RJ,SOLAR,INTRA_STATE,,
SS00684,Appanapalem,Appanapalem,2,2.297,IN_AP,SOLAR,INTRA_STATE,,
SS00685,Mulluru_S,Mulluru_S,20,28,IN_KA,SOLAR,INTRA_STATE,,
SS00686,Mulluru_W,Mulluru_W,19.8,19.8,IN_KA,WIND,INTRA_STATE,,
SS00688,Nagamangala,Nagamangala,15,17.08,IN_KA,SOLAR,INTRA_STATE,,
SS00689,Komatikundala,Komatikundala,24.25,24.25,IN_AP,WIND,INTRA_STATE,,
SS00690,Devdurga,Devdurga,20,22.8,IN_KA,SOLAR,INTRA_STATE,,
SS00691,Turvekere,Turvekere,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS00692,Honnahalli,Honnahalli,20,24,IN_KA,SOLAR,INTRA_STATE,,
SS00693,Yadgir_Saidapur,Yadgir,20,24,IN_KA,SOLAR,INTRA_STATE,,
SS00694,Wadagere,Wadagere,20,23.5,IN_KA,SOLAR,INTRA_STATE,,
